trip,mark,length,weight,species,year,site,river
1,0,259.08,199.54,RBT,2002,Vig,Ruby
1,0,205.74,136.05,RBT,2002,Vig,Ruby
1,0,220.98,126.98,RBT,2002,Vig,Ruby
1,0,91.44,9.07,RBT,2002,Vig,Ruby
1,0,279.4,199.54,RBT,2002,Vig,Ruby
1,0,287.02,226.75,RBT,2002,Vig,Ruby
1,0,330.2,435.36,RBT,2002,Vig,Ruby
1,0,375.92,625.83,RBT,2002,Vig,Ruby
1,0,381,553.27,RBT,2002,Vig,Ruby
1,0,325.12,344.66,RBT,2002,Vig,Ruby
1,0,287.02,290.24,RBT,2002,Vig,Ruby
1,0,408.94,634.9,RBT,2002,Vig,Ruby
1,0,287.02,249.425,RBT,2002,Vig,Ruby
1,0,317.5,335.59,RBT,2002,Vig,Ruby
2,0,279.4,235.82,RBT,2002,Vig,Ruby
2,0,320.04,294.775,RBT,2002,Vig,Ruby
2,0,398.78,630.365,RBT,2002,Vig,Ruby
2,0,292.1,253.96,RBT,2002,Vig,Ruby
2,1,335.28,NA,RBT,2002,Vig,Ruby
2,0,317.5,344.66,RBT,2002,Vig,Ruby
2,0,342.9,408.15,RBT,2002,Vig,Ruby
2,0,208.28,90.7,RBT,2002,Vig,Ruby
2,0,314.96,344.66,RBT,2002,Vig,Ruby
2,0,256.54,185.935,RBT,2002,Vig,Ruby
2,0,302.26,308.38,RBT,2002,Vig,Ruby
2,0,335.28,362.8,RBT,2002,Vig,Ruby
2,1,345.44,NA,RBT,2002,Vig,Ruby
2,0,302.26,299.31,RBT,2002,Vig,Ruby
2,1,279.4,NA,RBT,2002,Vig,Ruby
2,1,355.6,NA,RBT,2002,Vig,Ruby
2,0,223.52,108.84,RBT,2002,Vig,Ruby
2,1,284.48,NA,RBT,2002,Vig,Ruby
2,0,292.1,281.17,RBT,2002,Vig,Ruby
2,1,287.02,NA,RBT,2002,Vig,Ruby
2,0,353.06,412.685,RBT,2002,Vig,Ruby
2,1,307.34,NA,RBT,2002,Vig,Ruby
2,1,302.26,NA,RBT,2002,Vig,Ruby
2,0,213.36,99.77,RBT,2002,Vig,Ruby
2,0,320.04,340.125,RBT,2002,Vig,Ruby
2,0,314.96,358.265,RBT,2002,Vig,Ruby
2,1,322.58,NA,RBT,2002,Vig,Ruby
2,0,254,167.795,RBT,2002,Vig,Ruby
2,0,203.2,86.165,RBT,2002,Vig,Ruby
2,0,215.9,108.84,RBT,2002,Vig,Ruby
2,0,335.28,371.87,RBT,2002,Vig,Ruby
2,0,167.64,54.42,RBT,2002,Vig,Ruby
2,0,363.22,498.85,RBT,2002,Vig,Ruby
2,0,335.28,362.8,RBT,2002,Vig,Ruby
2,1,256.54,NA,RBT,2002,Vig,Ruby
2,1,246.38,NA,RBT,2002,Vig,Ruby
2,0,264.16,195.005,RBT,2002,Vig,Ruby
2,0,175.26,68.025,RBT,2002,Vig,Ruby
2,0,157.48,45.35,RBT,2002,Vig,Ruby
2,0,289.56,226.75,RBT,2002,Vig,Ruby
2,0,363.22,535.13,RBT,2002,Vig,Ruby
2,0,276.86,235.82,RBT,2002,Vig,Ruby
2,0,342.9,408.15,RBT,2002,Vig,Ruby
2,0,259.08,176.865,RBT,2002,Vig,Ruby
2,0,289.56,249.425,RBT,2002,Vig,Ruby
2,0,259.08,181.4,RBT,2002,Vig,Ruby
2,1,297.18,NA,RBT,2002,Vig,Ruby
2,1,167.64,NA,RBT,2002,Vig,Ruby
2,0,251.46,149.655,RBT,2002,Vig,Ruby
2,0,223.52,108.84,RBT,2002,Vig,Ruby
2,0,220.98,113.375,RBT,2002,Vig,Ruby
2,0,182.88,63.49,RBT,2002,Vig,Ruby
2,0,101.6,22.675,RBT,2002,Vig,Ruby
2,0,104.14,22.675,RBT,2002,Vig,Ruby
2,1,320.04,NA,RBT,2002,Vig,Ruby
2,1,284.48,NA,RBT,2002,Vig,Ruby
2,1,302.26,NA,RBT,2002,Vig,Ruby
2,1,353.06,NA,RBT,2002,Vig,Ruby
2,1,383.54,NA,RBT,2002,Vig,Ruby
2,0,266.7,172.33,RBT,2002,Vig,Ruby
2,1,355.6,NA,RBT,2002,Vig,Ruby
2,1,281.94,NA,RBT,2002,Vig,Ruby
2,1,287.02,NA,RBT,2002,Vig,Ruby
2,1,241.3,NA,RBT,2002,Vig,Ruby
2,0,264.16,181.4,RBT,2002,Vig,Ruby
2,0,215.9,99.77,RBT,2002,Vig,Ruby
2,0,195.58,77.095,RBT,2002,Vig,Ruby
2,0,101.6,9.07,RBT,2002,Vig,Ruby
2,0,93.98,9.07,RBT,2002,Vig,Ruby
2,1,81.28,NA,RBT,2002,Vig,Ruby
2,0,365.76,417.22,RBT,2002,Vig,Ruby
2,0,215.9,95.235,RBT,2002,Vig,Ruby
2,0,279.4,199.54,RBT,2002,Vig,Ruby
2,1,317.5,NA,RBT,2002,Vig,Ruby
2,1,350.52,NA,RBT,2002,Vig,Ruby
2,1,340.36,NA,RBT,2002,Vig,Ruby
2,1,322.58,NA,RBT,2002,Vig,Ruby
2,1,378.46,NA,RBT,2002,Vig,Ruby
2,1,302.26,NA,RBT,2002,Vig,Ruby
2,0,332.74,380.94,RBT,2002,Vig,Ruby
2,1,320.04,NA,RBT,2002,Vig,Ruby
2,1,248.92,NA,RBT,2002,Vig,Ruby
2,0,231.14,117.91,RBT,2002,Vig,Ruby
2,0,208.28,86.165,RBT,2002,Vig,Ruby
2,0,302.26,299.31,RBT,2002,Vig,Ruby
2,1,241.3,NA,RBT,2002,Vig,Ruby
2,0,154.94,49.885,RBT,2002,Vig,Ruby
2,1,226.06,NA,RBT,2002,Vig,Ruby
2,0,365.76,516.99,RBT,2002,Vig,Ruby
2,1,426.72,NA,RBT,2002,Vig,Ruby
2,1,292.1,NA,RBT,2002,Vig,Ruby
2,1,340.36,NA,RBT,2002,Vig,Ruby
2,1,360.68,NA,RBT,2002,Vig,Ruby
2,1,355.6,NA,RBT,2002,Vig,Ruby
2,1,365.76,NA,RBT,2002,Vig,Ruby
2,0,297.18,244.89,RBT,2002,Vig,Ruby
2,0,365.76,426.29,RBT,2002,Vig,Ruby
2,1,414.02,NA,RBT,2002,Vig,Ruby
2,1,408.94,NA,RBT,2002,Vig,Ruby
2,1,360.68,NA,RBT,2002,Vig,Ruby
2,0,411.48,680.25,RBT,2002,Vig,Ruby
2,0,368.3,467.105,RBT,2002,Vig,Ruby
2,0,287.02,299.31,RBT,2002,Vig,Ruby
2,1,335.28,NA,RBT,2002,Vig,Ruby
2,1,358.14,NA,RBT,2002,Vig,Ruby
2,1,358.14,NA,RBT,2002,Vig,Ruby
2,1,393.7,NA,RBT,2002,Vig,Ruby
2,1,340.36,NA,RBT,2002,Vig,Ruby
2,0,327.66,317.45,RBT,2002,Vig,Ruby
2,0,276.86,204.075,RBT,2002,Vig,Ruby
2,0,236.22,131.515,RBT,2002,Vig,Ruby
2,0,238.76,167.795,RBT,2002,Vig,Ruby
2,0,312.42,308.38,RBT,2002,Vig,Ruby
2,0,284.48,231.285,RBT,2002,Vig,Ruby
2,1,299.72,NA,RBT,2002,Vig,Ruby
2,0,289.56,253.96,RBT,2002,Vig,Ruby
2,1,330.2,NA,RBT,2002,Vig,Ruby
2,1,205.74,NA,RBT,2002,Vig,Ruby
2,1,190.5,NA,RBT,2002,Vig,Ruby
2,0,327.66,349.195,RBT,2002,Vig,Ruby
2,0,281.94,99.77,RBT,2002,Vig,Ruby
2,1,373.38,NA,RBT,2002,Vig,Ruby
2,1,317.5,NA,RBT,2002,Vig,Ruby
2,1,381,NA,RBT,2002,Vig,Ruby
2,1,289.56,NA,RBT,2002,Vig,Ruby
2,1,279.4,NA,RBT,2002,Vig,Ruby
2,0,213.36,99.77,RBT,2002,Vig,Ruby
1,0,162.56,45.35,RBT,2003,3Fk,Ruby
1,0,284.48,253.96,RBT,2003,3Fk,Ruby
1,0,269.24,195.005,RBT,2003,3Fk,Ruby
1,0,246.38,145.12,RBT,2003,3Fk,Ruby
1,0,218.44,113.375,RBT,2003,3Fk,Ruby
1,0,284.48,190.47,RBT,2003,3Fk,Ruby
1,0,292.1,231.285,RBT,2003,3Fk,Ruby
1,0,297.18,253.96,RBT,2003,3Fk,Ruby
1,0,259.08,181.4,RBT,2003,3Fk,Ruby
1,0,254,126.98,RBT,2003,3Fk,Ruby
1,0,127,31.745,RBT,2003,3Fk,Ruby
1,0,218.44,99.77,RBT,2003,3Fk,Ruby
1,0,215.9,90.7,RBT,2003,3Fk,Ruby
1,0,190.5,68.025,RBT,2003,3Fk,Ruby
1,0,109.22,22.675,RBT,2003,3Fk,Ruby
1,0,292.1,235.82,RBT,2003,3Fk,Ruby
1,0,281.94,226.75,RBT,2003,3Fk,Ruby
1,0,238.76,140.585,RBT,2003,3Fk,Ruby
1,0,218.44,99.77,RBT,2003,3Fk,Ruby
1,0,269.24,195.005,RBT,2003,3Fk,Ruby
1,0,238.76,131.515,RBT,2003,3Fk,Ruby
1,0,241.3,136.05,RBT,2003,3Fk,Ruby
1,0,259.08,172.33,RBT,2003,3Fk,Ruby
1,0,233.68,126.98,RBT,2003,3Fk,Ruby
1,0,279.4,204.075,RBT,2003,3Fk,Ruby
1,0,243.84,140.585,RBT,2003,3Fk,Ruby
1,0,312.42,317.45,RBT,2003,3Fk,Ruby
1,0,228.6,117.91,RBT,2003,3Fk,Ruby
1,0,314.96,344.66,RBT,2003,3Fk,Ruby
1,0,231.14,113.375,RBT,2003,3Fk,Ruby
1,0,231.14,126.98,RBT,2003,3Fk,Ruby
1,0,210.82,108.84,RBT,2003,3Fk,Ruby
1,0,233.68,126.98,RBT,2003,3Fk,Ruby
1,0,276.86,204.075,RBT,2003,3Fk,Ruby
1,0,185.42,68.025,RBT,2003,3Fk,Ruby
1,0,215.9,108.84,RBT,2003,3Fk,Ruby
1,0,292.1,222.215,RBT,2003,3Fk,Ruby
1,0,198.12,81.63,RBT,2003,3Fk,Ruby
1,0,297.18,272.1,RBT,2003,3Fk,Ruby
1,0,256.54,163.26,RBT,2003,3Fk,Ruby
1,0,121.92,36.28,RBT,2003,3Fk,Ruby
1,0,233.68,122.445,RBT,2003,3Fk,Ruby
1,0,144.78,27.21,RBT,2003,3Fk,Ruby
1,0,154.94,45.35,RBT,2003,3Fk,Ruby
1,0,119.38,22.675,RBT,2003,3Fk,Ruby
1,0,134.62,36.28,RBT,2003,3Fk,Ruby
1,0,119.38,18.14,RBT,2003,3Fk,Ruby
1,0,139.7,27.21,RBT,2003,3Fk,Ruby
1,0,121.92,22.675,RBT,2003,3Fk,Ruby
1,0,261.62,176.865,RBT,2003,3Fk,Ruby
1,0,264.16,163.26,RBT,2003,3Fk,Ruby
1,0,289.56,213.145,RBT,2003,3Fk,Ruby
1,0,261.62,185.935,RBT,2003,3Fk,Ruby
1,0,314.96,317.45,RBT,2003,3Fk,Ruby
1,0,271.78,199.54,RBT,2003,3Fk,Ruby
1,0,223.52,136.05,RBT,2003,3Fk,Ruby
1,0,271.78,181.4,RBT,2003,3Fk,Ruby
1,0,325.12,358.265,RBT,2003,3Fk,Ruby
1,0,248.92,136.05,RBT,2003,3Fk,Ruby
1,0,190.5,68.025,RBT,2003,3Fk,Ruby
1,0,198.12,68.025,RBT,2003,3Fk,Ruby
1,0,236.22,136.05,RBT,2003,3Fk,Ruby
1,0,213.36,90.7,RBT,2003,3Fk,Ruby
1,0,172.72,54.42,RBT,2003,3Fk,Ruby
1,0,241.3,131.515,RBT,2003,3Fk,Ruby
1,0,190.5,68.025,RBT,2003,3Fk,Ruby
1,0,208.28,95.235,RBT,2003,3Fk,Ruby
1,0,203.2,81.63,RBT,2003,3Fk,Ruby
1,0,251.46,145.12,RBT,2003,3Fk,Ruby
1,0,259.08,140.585,RBT,2003,3Fk,Ruby
1,0,256.54,163.26,RBT,2003,3Fk,Ruby
1,0,200.66,68.025,RBT,2003,3Fk,Ruby
2,1,284.48,NA,RBT,2003,3Fk,Ruby
2,1,297.18,NA,RBT,2003,3Fk,Ruby
2,0,314.96,299.31,RBT,2003,3Fk,Ruby
2,0,254,154.19,RBT,2003,3Fk,Ruby
2,0,208.28,104.305,RBT,2003,3Fk,Ruby
2,0,193.04,72.56,RBT,2003,3Fk,Ruby
2,0,132.08,27.21,RBT,2003,3Fk,Ruby
2,0,248.92,149.655,RBT,2003,3Fk,Ruby
2,1,266.7,NA,RBT,2003,3Fk,Ruby
2,1,248.92,NA,RBT,2003,3Fk,Ruby
2,1,182.88,NA,RBT,2003,3Fk,Ruby
2,1,200.66,NA,RBT,2003,3Fk,Ruby
2,1,264.16,NA,RBT,2003,3Fk,Ruby
2,1,132.08,NA,RBT,2003,3Fk,Ruby
2,1,236.22,NA,RBT,2003,3Fk,Ruby
2,1,243.84,NA,RBT,2003,3Fk,Ruby
2,1,231.14,NA,RBT,2003,3Fk,Ruby
2,1,223.52,NA,RBT,2003,3Fk,Ruby
2,1,335.28,NA,RBT,2003,3Fk,Ruby
2,1,302.26,NA,RBT,2003,3Fk,Ruby
2,0,205.74,81.63,RBT,2003,3Fk,Ruby
2,0,210.82,99.77,RBT,2003,3Fk,Ruby
2,0,139.7,27.21,RBT,2003,3Fk,Ruby
2,1,134.62,NA,RBT,2003,3Fk,Ruby
2,1,330.2,NA,RBT,2003,3Fk,Ruby
2,0,281.94,217.68,RBT,2003,3Fk,Ruby
2,0,287.02,244.89,RBT,2003,3Fk,Ruby
2,1,220.98,NA,RBT,2003,3Fk,Ruby
2,0,200.66,81.63,RBT,2003,3Fk,Ruby
2,1,195.58,NA,RBT,2003,3Fk,Ruby
1,0,198.12,86.165,RBT,2003,3Fk,Ruby
1,0,302.26,263.03,RBT,2003,3Fk,Ruby
1,0,256.54,199.54,RBT,2003,3Fk,Ruby
1,0,358.14,467.105,RBT,2003,3Fk,Ruby
1,0,299.72,281.17,RBT,2003,3Fk,Ruby
1,0,307.34,290.24,RBT,2003,3Fk,Ruby
1,0,264.16,176.865,RBT,2003,3Fk,Ruby
1,0,246.38,163.26,RBT,2003,3Fk,Ruby
1,0,259.08,167.795,RBT,2003,3Fk,Ruby
1,0,223.52,140.585,RBT,2003,3Fk,Ruby
1,0,269.24,185.935,RBT,2003,3Fk,Ruby
1,0,243.84,136.05,RBT,2003,3Fk,Ruby
1,0,332.74,376.405,RBT,2003,3Fk,Ruby
1,0,218.44,126.98,RBT,2003,3Fk,Ruby
1,0,231.14,136.05,RBT,2003,3Fk,Ruby
1,0,248.92,149.655,RBT,2003,3Fk,Ruby
1,0,198.12,86.165,RBT,2003,3Fk,Ruby
1,0,231.14,126.98,RBT,2003,3Fk,Ruby
1,0,210.82,104.305,RBT,2003,3Fk,Ruby
1,0,223.52,113.375,RBT,2003,3Fk,Ruby
1,0,220.98,104.305,RBT,2003,3Fk,Ruby
1,0,231.14,131.515,RBT,2003,3Fk,Ruby
1,0,172.72,54.42,RBT,2003,3Fk,Ruby
1,0,134.62,27.21,RBT,2003,3Fk,Ruby
1,0,114.3,18.14,RBT,2003,3Fk,Ruby
1,0,213.36,108.84,RBT,2003,3Fk,Ruby
1,0,182.88,72.56,RBT,2003,3Fk,Ruby
1,0,220.98,108.84,RBT,2003,3Fk,Ruby
1,0,134.62,27.21,RBT,2003,3Fk,Ruby
1,0,132.08,22.675,RBT,2003,3Fk,Ruby
1,0,127,22.675,RBT,2003,3Fk,Ruby
1,0,175.26,49.885,RBT,2003,3Fk,Ruby
1,0,259.08,140.585,RBT,2003,3Fk,Ruby
1,0,292.1,235.82,RBT,2003,3Fk,Ruby
1,0,271.78,195.005,RBT,2003,3Fk,Ruby
2,0,236.22,154.19,RBT,2003,3Fk,Ruby
2,0,264.16,185.935,RBT,2003,3Fk,Ruby
2,0,271.78,204.075,RBT,2003,3Fk,Ruby
2,0,243.84,158.725,RBT,2003,3Fk,Ruby
2,0,236.22,113.375,RBT,2003,3Fk,Ruby
2,1,218.44,NA,RBT,2003,3Fk,Ruby
2,0,312.42,371.87,RBT,2003,3Fk,Ruby
2,0,185.42,68.025,RBT,2003,3Fk,Ruby
2,1,127,NA,RBT,2003,3Fk,Ruby
2,0,236.22,136.05,RBT,2003,3Fk,Ruby
2,0,314.96,285.705,RBT,2003,3Fk,Ruby
2,0,347.98,430.825,RBT,2003,3Fk,Ruby
2,1,223.52,NA,RBT,2003,3Fk,Ruby
2,0,236.22,122.445,RBT,2003,3Fk,Ruby
2,1,312.42,NA,RBT,2003,3Fk,Ruby
2,1,279.4,NA,RBT,2003,3Fk,Ruby
2,1,228.6,NA,RBT,2003,3Fk,Ruby
2,0,215.9,104.305,RBT,2003,3Fk,Ruby
2,0,220.98,122.445,RBT,2003,3Fk,Ruby
2,1,220.98,NA,RBT,2003,3Fk,Ruby
2,0,185.42,72.56,RBT,2003,3Fk,Ruby
2,1,111.76,NA,RBT,2003,3Fk,Ruby
2,0,116.84,22.675,RBT,2003,3Fk,Ruby
2,0,373.38,439.895,RBT,2003,3Fk,Ruby
2,0,147.32,45.35,RBT,2003,3Fk,Ruby
2,0,121.92,36.28,RBT,2003,3Fk,Ruby
2,1,137.16,NA,RBT,2003,3Fk,Ruby
1,0,254,158.725,RBT,2003,Ghorn,Ruby
1,0,314.96,317.45,RBT,2003,Ghorn,Ruby
1,0,340.36,403.615,RBT,2003,Ghorn,Ruby
1,0,330.2,371.87,RBT,2003,Ghorn,Ruby
1,0,309.88,294.775,RBT,2003,Ghorn,Ruby
1,0,350.52,412.685,RBT,2003,Ghorn,Ruby
1,0,320.04,367.335,RBT,2003,Ghorn,Ruby
1,0,330.2,326.52,RBT,2003,Ghorn,Ruby
1,0,238.76,158.725,RBT,2003,Ghorn,Ruby
1,0,241.3,149.655,RBT,2003,Ghorn,Ruby
1,0,185.42,267.565,RBT,2003,Ghorn,Ruby
1,0,373.38,485.245,RBT,2003,Ghorn,Ruby
1,0,378.46,480.71,RBT,2003,Ghorn,Ruby
1,0,335.28,358.265,RBT,2003,Ghorn,Ruby
1,0,320.04,326.52,RBT,2003,Ghorn,Ruby
1,0,350.52,471.64,RBT,2003,Ghorn,Ruby
1,0,340.36,335.59,RBT,2003,Ghorn,Ruby
1,0,297.18,235.82,RBT,2003,Ghorn,Ruby
1,0,274.32,195.005,RBT,2003,Ghorn,Ruby
1,0,233.68,145.12,RBT,2003,Ghorn,Ruby
1,0,236.22,126.98,RBT,2003,Ghorn,Ruby
1,0,330.2,362.8,RBT,2003,Ghorn,Ruby
1,0,332.74,362.8,RBT,2003,Ghorn,Ruby
1,0,337.82,362.8,RBT,2003,Ghorn,Ruby
1,0,304.8,244.89,RBT,2003,Ghorn,Ruby
1,0,304.8,272.1,RBT,2003,Ghorn,Ruby
1,0,304.8,290.24,RBT,2003,Ghorn,Ruby
1,0,350.52,408.15,RBT,2003,Ghorn,Ruby
1,0,350.52,417.22,RBT,2003,Ghorn,Ruby
1,0,337.82,362.8,RBT,2003,Ghorn,Ruby
1,0,320.04,362.8,RBT,2003,Ghorn,Ruby
1,0,375.92,494.315,RBT,2003,Ghorn,Ruby
1,0,335.28,335.59,RBT,2003,Ghorn,Ruby
1,0,322.58,312.915,RBT,2003,Ghorn,Ruby
1,0,309.88,299.31,RBT,2003,Ghorn,Ruby
1,0,327.66,331.055,RBT,2003,Ghorn,Ruby
1,0,370.84,480.71,RBT,2003,Ghorn,Ruby
1,0,358.14,426.29,RBT,2003,Ghorn,Ruby
1,0,274.32,199.54,RBT,2003,Ghorn,Ruby
2,1,342.9,NA,RBT,2003,Ghorn,Ruby
2,1,332.74,NA,RBT,2003,Ghorn,Ruby
2,1,312.42,NA,RBT,2003,Ghorn,Ruby
2,0,304.8,290.24,RBT,2003,Ghorn,Ruby
2,1,312.42,NA,RBT,2003,Ghorn,Ruby
2,0,350.52,412.685,RBT,2003,Ghorn,Ruby
2,0,304.8,263.03,RBT,2003,Ghorn,Ruby
2,1,340.36,NA,RBT,2003,Ghorn,Ruby
2,1,370.84,NA,RBT,2003,Ghorn,Ruby
2,1,350.52,NA,RBT,2003,Ghorn,Ruby
2,0,393.7,603.155,RBT,2003,Ghorn,Ruby
2,0,266.7,185.935,RBT,2003,Ghorn,Ruby
2,1,317.5,NA,RBT,2003,Ghorn,Ruby
2,0,259.08,149.655,RBT,2003,Ghorn,Ruby
2,0,330.2,376.405,RBT,2003,Ghorn,Ruby
2,0,320.04,312.915,RBT,2003,Ghorn,Ruby
2,1,350.52,NA,RBT,2003,Ghorn,Ruby
2,0,419.1,680.25,RBT,2003,Ghorn,Ruby
2,0,335.28,371.87,RBT,2003,Ghorn,Ruby
2,0,408.94,662.11,RBT,2003,Ghorn,Ruby
2,0,383.54,471.64,RBT,2003,Ghorn,Ruby
2,1,355.6,NA,RBT,2003,Ghorn,Ruby
2,1,342.9,NA,RBT,2003,Ghorn,Ruby
2,1,317.5,NA,RBT,2003,Ghorn,Ruby
2,0,312.42,281.17,RBT,2003,Ghorn,Ruby
2,1,307.34,NA,RBT,2003,Ghorn,Ruby
2,0,261.62,199.54,RBT,2003,Ghorn,Ruby
2,0,350.52,435.36,RBT,2003,Ghorn,Ruby
2,1,355.6,NA,RBT,2003,Ghorn,Ruby
2,0,347.98,421.755,RBT,2003,Ghorn,Ruby
2,1,320.04,NA,RBT,2003,Ghorn,Ruby
1,0,335.28,394.545,RBT,2003,Vig,Ruby
1,0,337.82,390.01,RBT,2003,Vig,Ruby
1,0,208.28,104.305,RBT,2003,Vig,Ruby
1,0,281.94,226.75,RBT,2003,Vig,Ruby
1,0,236.22,136.05,RBT,2003,Vig,Ruby
1,0,269.24,217.68,RBT,2003,Vig,Ruby
1,0,213.36,113.375,RBT,2003,Vig,Ruby
1,0,312.42,326.52,RBT,2003,Vig,Ruby
1,0,266.7,208.61,RBT,2003,Vig,Ruby
1,0,259.08,181.4,RBT,2003,Vig,Ruby
1,0,256.54,204.075,RBT,2003,Vig,Ruby
1,0,198.12,86.165,RBT,2003,Vig,Ruby
1,0,254,172.33,RBT,2003,Vig,Ruby
1,0,299.72,253.96,RBT,2003,Vig,Ruby
1,0,358.14,408.15,RBT,2003,Vig,Ruby
1,0,304.8,299.31,RBT,2003,Vig,Ruby
1,0,241.3,136.05,RBT,2003,Vig,Ruby
1,0,233.68,126.98,RBT,2003,Vig,Ruby
1,0,279.4,226.75,RBT,2003,Vig,Ruby
1,0,276.86,190.47,RBT,2003,Vig,Ruby
1,0,261.62,154.19,RBT,2003,Vig,Ruby
1,0,335.28,390.01,RBT,2003,Vig,Ruby
1,0,327.66,335.59,RBT,2003,Vig,Ruby
1,0,264.16,163.26,RBT,2003,Vig,Ruby
1,0,292.1,240.355,RBT,2003,Vig,Ruby
1,0,210.82,108.84,RBT,2003,Vig,Ruby
1,0,241.3,145.12,RBT,2003,Vig,Ruby
1,0,281.94,190.47,RBT,2003,Vig,Ruby
1,0,231.14,126.98,RBT,2003,Vig,Ruby
1,0,266.7,208.61,RBT,2003,Vig,Ruby
1,0,238.76,163.26,RBT,2003,Vig,Ruby
1,0,264.16,172.33,RBT,2003,Vig,Ruby
1,0,411.48,770.95,RBT,2003,Vig,Ruby
1,0,289.56,208.61,RBT,2003,Vig,Ruby
1,0,342.9,426.29,RBT,2003,Vig,Ruby
1,0,332.74,353.73,RBT,2003,Vig,Ruby
1,0,198.12,126.98,RBT,2003,Vig,Ruby
1,0,205.74,108.84,RBT,2003,Vig,Ruby
1,0,322.58,344.66,RBT,2003,Vig,Ruby
1,0,203.2,117.91,RBT,2003,Vig,Ruby
1,0,193.04,99.77,RBT,2003,Vig,Ruby
1,0,294.64,272.1,RBT,2003,Vig,Ruby
1,0,261.62,217.68,RBT,2003,Vig,Ruby
1,0,350.52,439.895,RBT,2003,Vig,Ruby
1,0,218.44,195.005,RBT,2003,Vig,Ruby
1,0,231.14,181.4,RBT,2003,Vig,Ruby
1,0,294.64,331.055,RBT,2003,Vig,Ruby
1,0,332.74,489.78,RBT,2003,Vig,Ruby
1,0,292.1,263.03,RBT,2003,Vig,Ruby
1,0,281.94,267.565,RBT,2003,Vig,Ruby
1,0,274.32,195.005,RBT,2003,Vig,Ruby
1,0,335.28,435.36,RBT,2003,Vig,Ruby
1,0,314.96,344.66,RBT,2003,Vig,Ruby
1,0,281.94,253.96,RBT,2003,Vig,Ruby
1,0,238.76,217.68,RBT,2003,Vig,Ruby
1,0,289.56,299.31,RBT,2003,Vig,Ruby
1,0,220.98,140.585,RBT,2003,Vig,Ruby
1,0,198.12,126.98,RBT,2003,Vig,Ruby
1,0,185.42,117.91,RBT,2003,Vig,Ruby
1,0,182.88,104.305,RBT,2003,Vig,Ruby
1,0,198.12,117.91,RBT,2003,Vig,Ruby
1,0,307.34,249.425,RBT,2003,Vig,Ruby
1,0,365.76,412.685,RBT,2003,Vig,Ruby
1,0,393.7,594.085,RBT,2003,Vig,Ruby
1,0,403.86,553.27,RBT,2003,Vig,Ruby
1,0,292.1,213.145,RBT,2003,Vig,Ruby
1,0,264.16,149.655,RBT,2003,Vig,Ruby
1,0,292.1,240.355,RBT,2003,Vig,Ruby
1,0,284.48,213.145,RBT,2003,Vig,Ruby
1,0,233.68,136.05,RBT,2003,Vig,Ruby
1,0,276.86,195.005,RBT,2003,Vig,Ruby
1,0,149.86,45.35,RBT,2003,Vig,Ruby
1,0,274.32,208.61,RBT,2003,Vig,Ruby
1,0,259.08,172.33,RBT,2003,Vig,Ruby
1,0,314.96,267.565,RBT,2003,Vig,Ruby
1,0,335.28,376.405,RBT,2003,Vig,Ruby
1,0,228.6,126.98,RBT,2003,Vig,Ruby
1,0,330.2,380.94,RBT,2003,Vig,Ruby
1,0,284.48,240.355,RBT,2003,Vig,Ruby
1,0,261.62,149.655,RBT,2003,Vig,Ruby
1,0,190.5,104.305,RBT,2003,Vig,Ruby
1,0,345.44,417.22,RBT,2003,Vig,Ruby
1,0,388.62,616.76,RBT,2003,Vig,Ruby
1,0,408.94,580.48,RBT,2003,Vig,Ruby
1,0,347.98,476.175,RBT,2003,Vig,Ruby
1,0,314.96,308.38,RBT,2003,Vig,Ruby
1,0,254,163.26,RBT,2003,Vig,Ruby
1,0,320.04,290.24,RBT,2003,Vig,Ruby
1,0,363.22,507.92,RBT,2003,Vig,Ruby
1,0,264.16,199.54,RBT,2003,Vig,Ruby
1,0,185.42,72.56,RBT,2003,Vig,Ruby
1,0,304.8,326.52,RBT,2003,Vig,Ruby
1,0,261.62,208.61,RBT,2003,Vig,Ruby
1,0,193.04,81.63,RBT,2003,Vig,Ruby
1,0,337.82,426.29,RBT,2003,Vig,Ruby
1,0,266.7,181.4,RBT,2003,Vig,Ruby
1,0,287.02,263.03,RBT,2003,Vig,Ruby
1,0,220.98,122.445,RBT,2003,Vig,Ruby
1,0,287.02,235.82,RBT,2003,Vig,Ruby
1,0,337.82,426.29,RBT,2003,Vig,Ruby
1,0,294.64,281.17,RBT,2003,Vig,Ruby
1,0,215.9,126.98,RBT,2003,Vig,Ruby
2,1,332.74,NA,RBT,2003,Vig,Ruby
2,1,279.4,NA,RBT,2003,Vig,Ruby
2,0,350.52,458.035,RBT,2003,Vig,Ruby
2,1,284.48,NA,RBT,2003,Vig,Ruby
2,0,312.42,285.705,RBT,2003,Vig,Ruby
2,1,236.22,NA,RBT,2003,Vig,Ruby
2,0,335.28,430.825,RBT,2003,Vig,Ruby
2,1,264.16,NA,RBT,2003,Vig,Ruby
2,0,317.5,408.15,RBT,2003,Vig,Ruby
2,1,254,NA,RBT,2003,Vig,Ruby
2,1,264.16,NA,RBT,2003,Vig,Ruby
2,1,213.36,NA,RBT,2003,Vig,Ruby
2,0,180.34,72.56,RBT,2003,Vig,Ruby
2,0,187.96,77.095,RBT,2003,Vig,Ruby
2,1,193.04,NA,RBT,2003,Vig,Ruby
2,0,198.12,72.56,RBT,2003,Vig,Ruby
